Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Doctor,Healthcare,Stable,Low,157430,Doctorate,9,11370,11373,41,9,Kolkata,47
Nurse,Healthcare,Stable,Low,87034,Bachelor,4,3539,5862,54,9,Kolkata,31
Software Engineer,Technology,Active,High,136600,Bachelor,2,7160,8600,88,18,Jaipur,32
Accountant,Finance,Active,Moderate,68563,Bachelor,3,13839,18564,24,62,Pune,66
Cashier,Retail,Declining,Moderate,31676,High School,2,3239,2692,8,97,Pune,70
AI Engineer,Technology,Active,High,143380,Master,3,12913,23584,52,5,Ahmedabad,45
Factory Worker,Manufacturing,Declining,High,55817,High School,2,5609,5579,8,98,Mumbai,39
Data Scientist,Technology,Active,High,132260,Master,5,2776,2151,56,22,Pune,68
Accountant,Finance,Active,Moderate,67256,Bachelor,5,8471,10326,47,77,Mumbai,25
Research Scientist,Research,Active,Low,161913,Doctorate,5,12093,17582,47,1,Ahmedabad,43
Doctor,Healthcare,Stable,Low,195206,Doctorate,9,9393,6936,64,8,Noida,54
Factory Worker,Manufacturing,Declining,High,37985,High School,2,10552,10853,36,96,Chennai,19
Teacher,Education,Stable,Low,60857,Master,7,9113,11886,36,10,Pune,29
Customer Support Executive,Services,Declining,Moderate,40494,Bachelor,1,6896,5057,18,81,Noida,16
Accountant,Finance,Active,Moderate,56363,Bachelor,3,8801,13657,74,70,Noida,43
Doctor,Healthcare,Stable,Low,171539,Doctorate,5,4119,4153,42,6,Bengaluru,19
Data Scientist,Technology,Active,High,111371,Master,5,6549,5579,67,13,Mumbai,54
Doctor,Healthcare,Stable,Low,180278,Doctorate,7,10800,9206,42,1,Pune,42
Customer Support Executive,Services,Declining,Moderate,41884,Bachelor,3,7896,10743,0,87,Pune,22
Nurse,Healthcare,Stable,Low,85024,Bachelor,3,7084,11641,38,10,Hyderabad,29
Cashier,Retail,Declining,Moderate,28564,High School,1,6464,5565,40,89,Jaipur,47
Accountant,Finance,Active,Moderate,60174,Bachelor,3,2886,2454,2,80,Delhi,67
Graphic Designer,Media,Active,Moderate,62492,Bachelor,3,10955,10546,78,34,Mumbai,61
Graphic Designer,Media,Active,Moderate,59875,Bachelor,2,3056,3667,21,37,Kolkata,49
Customer Support Executive,Services,Declining,Moderate,36147,Bachelor,0,2683,2569,55,78,Pune,51
Customer Support Executive,Services,Declining,Moderate,38687,Bachelor,2,6512,6058,0,86,Bengaluru,5
Accountant,Finance,Active,Moderate,65573,Bachelor,3,6771,6886,55,89,Bengaluru,50
Graphic Designer,Media,Active,Moderate,66852,Bachelor,3,869,830,25,53,Bengaluru,38
Software Engineer,Technology,Active,High,104482,Bachelor,1,5317,9949,65,44,Chennai,23
Software Engineer,Technology,Active,High,124223,Bachelor,2,14243,13313,58,28,Hyderabad,32
Data Scientist,Technology,Active,High,127148,Master,6,13908,15096,76,19,Kolkata,45
Teacher,Education,Stable,Low,54740,Master,6,11121,13337,61,12,Kolkata,9
HR Manager,Corporate,Active,Moderate,90767,MBA,5,3449,4285,47,36,Chennai,64
Data Scientist,Technology,Active,High,102379,Master,2,13401,20677,67,12,Jaipur,48
Graphic Designer,Media,Active,Moderate,64377,Bachelor,2,13247,19209,33,29,Mumbai,34
Research Scientist,Research,Active,Low,127742,Doctorate,7,584,815,42,15,Bengaluru,23
Nurse,Healthcare,Stable,Low,88277,Bachelor,6,13815,24141,9,18,Kolkata,59
Customer Support Executive,Services,Declining,Moderate,48181,Bachelor,0,9371,7384,39,77,Noida,68
Data Scientist,Technology,Active,High,123083,Master,3,11515,11996,77,32,Chennai,58
Mechanical Engineer,Manufacturing,Stable,Moderate,81099,Bachelor,5,12946,9401,55,44,Mumbai,34
Graphic Designer,Media,Active,Moderate,55124,Bachelor,3,2721,4226,32,52,Jaipur,50
AI Engineer,Technology,Active,High,97651,Master,8,626,472,49,13,Ahmedabad,5
Customer Support Executive,Services,Declining,Moderate,37465,Bachelor,1,3260,4274,31,88,Hyderabad,49
Teacher,Education,Stable,Low,50214,Master,5,12298,11876,66,29,Mumbai,43
Software Engineer,Technology,Active,High,79049,Bachelor,4,6253,9691,66,31,Delhi,57
AI Engineer,Technology,Active,High,117397,Master,7,4257,5795,80,11,Delhi,37
Teacher,Education,Stable,Low,45642,Master,5,2926,2549,22,7,Delhi,61
AI Engineer,Technology,Active,High,155715,Master,2,9610,9060,72,11,Delhi,26
Accountant,Finance,Active,Moderate,83924,Bachelor,0,715,897,33,63,Jaipur,36
Accountant,Finance,Active,Moderate,69763,Bachelor,1,8217,11594,38,88,Pune,34
HR Manager,Corporate,Active,Moderate,90664,MBA,6,3048,4760,30,37,Jaipur,34
Cybersecurity Analyst,Technology,Active,Moderate,73666,Bachelor,3,6364,7466,70,30,Noida,30
Doctor,Healthcare,Stable,Low,175166,Doctorate,5,10256,24859,57,1,Chennai,59
Data Scientist,Technology,Active,High,130874,Master,3,521,1022,67,10,Chennai,35
Software Engineer,Technology,Active,High,131394,Bachelor,3,1139,1796,72,42,Jaipur,29
Accountant,Finance,Active,Moderate,83826,Bachelor,1,7911,7189,53,80,Noida,74
Mechanical Engineer,Manufacturing,Stable,Moderate,98099,Bachelor,5,2397,2090,73,55,Hyderabad,63
Cashier,Retail,Declining,Moderate,31697,High School,0,13308,9454,42,78,Mumbai,35
Factory Worker,Manufacturing,Declining,High,48358,High School,1,2391,3100,77,84,Hyderabad,59
Cashier,Retail,Declining,Moderate,30040,High School,0,11428,12901,33,83,Bengaluru,45
HR Manager,Corporate,Active,Moderate,104589,MBA,4,14475,14200,23,32,Pune,14
Cybersecurity Analyst,Technology,Active,Moderate,114210,Bachelor,2,5721,7643,86,40,Ahmedabad,91
Research Scientist,Research,Active,Low,139546,Doctorate,5,2885,3925,33,16,Delhi,62
Mechanical Engineer,Manufacturing,Stable,Moderate,110887,Bachelor,3,11037,15886,25,47,Jaipur,46
Doctor,Healthcare,Stable,Low,174150,Doctorate,8,2650,2339,25,6,Bengaluru,36
Mechanical Engineer,Manufacturing,Stable,Moderate,94270,Bachelor,3,7654,7490,53,59,Chennai,45
Software Engineer,Technology,Active,High,96573,Bachelor,4,10978,20633,91,32,Pune,82
Graphic Designer,Media,Active,Moderate,70927,Bachelor,4,9618,14802,0,28,Bengaluru,40
Doctor,Healthcare,Stable,Low,180914,Doctorate,10,12938,18952,40,19,Ahmedabad,56
Teacher,Education,Stable,Low,56316,Master,5,4436,3774,38,28,Bengaluru,37
AI Engineer,Technology,Active,High,153046,Master,5,9354,19853,84,19,Bengaluru,18
HR Manager,Corporate,Active,Moderate,94872,MBA,5,1692,2682,80,28,Bengaluru,45
Research Scientist,Research,Active,Low,134856,Doctorate,7,5416,9926,44,9,Mumbai,45
Doctor,Healthcare,Stable,Low,170294,Doctorate,8,5213,8324,12,1,Pune,61
Cybersecurity Analyst,Technology,Active,Moderate,99940,Bachelor,5,5436,8196,70,27,Mumbai,26
Doctor,Healthcare,Stable,Low,180049,Doctorate,8,5954,11410,0,12,Delhi,65
Mechanical Engineer,Manufacturing,Stable,Moderate,90829,Bachelor,3,12986,10231,0,48,Jaipur,42
Mechanical Engineer,Manufacturing,Stable,Moderate,70198,Bachelor,5,2066,1914,27,41,Chennai,42
Accountant,Finance,Active,Moderate,79891,Bachelor,2,8192,8918,23,74,Jaipur,27
Customer Support Executive,Services,Declining,Moderate,46190,Bachelor,1,13605,14541,63,69,Ahmedabad,51
Accountant,Finance,Active,Moderate,75790,Bachelor,0,12505,18015,35,79,Delhi,28
Teacher,Education,Stable,Low,53817,Master,3,1096,1398,42,27,Delhi,36
Software Engineer,Technology,Active,High,124212,Bachelor,3,11011,12110,39,26,Jaipur,57
Nurse,Healthcare,Stable,Low,91002,Bachelor,4,9600,8292,7,12,Noida,43
Cybersecurity Analyst,Technology,Active,Moderate,108626,Bachelor,4,869,977,75,33,Kolkata,59
Cybersecurity Analyst,Technology,Active,Moderate,76310,Bachelor,3,12886,18474,64,23,Pune,40
Graphic Designer,Media,Active,Moderate,70803,Bachelor,3,9662,15238,39,27,Bengaluru,23
Nurse,Healthcare,Stable,Low,82585,Bachelor,4,4224,8253,46,10,Ahmedabad,40
Teacher,Education,Stable,Low,52543,Master,6,10087,10901,9,38,Mumbai,46
Nurse,Healthcare,Stable,Low,80593,Bachelor,5,2890,5608,43,13,Mumbai,47
Cybersecurity Analyst,Technology,Active,Moderate,73875,Bachelor,0,13998,22714,81,16,Noida,31
Factory Worker,Manufacturing,Declining,High,43228,High School,0,12275,12429,26,67,Ahmedabad,66
Accountant,Finance,Active,Moderate,69590,Bachelor,1,4424,3824,20,64,Kolkata,32
Doctor,Healthcare,Stable,Low,205090,Doctorate,7,9932,24557,25,27,Bengaluru,47
Cashier,Retail,Declining,Moderate,31438,High School,0,13841,14158,46,99,Pune,34
Teacher,Education,Stable,Low,49185,Master,4,5794,8382,39,27,Pune,30
Research Scientist,Research,Active,Low,163795,Doctorate,8,8577,10464,39,9,Pune,43
Doctor,Healthcare,Stable,Low,209082,Doctorate,6,9874,10166,41,10,Chennai,95
Factory Worker,Manufacturing,Declining,High,36820,High School,0,13085,10511,34,74,Bengaluru,41
Teacher,Education,Stable,Low,51412,Master,4,12944,10578,26,23,Chennai,42
AI Engineer,Technology,Active,High,121919,Master,4,9935,20768,100,1,Bengaluru,52
HR Manager,Corporate,Active,Moderate,81713,MBA,3,7366,9044,45,33,Noida,46
Customer Support Executive,Services,Declining,Moderate,42629,Bachelor,1,9780,12449,13,69,Bengaluru,64
Factory Worker,Manufacturing,Declining,High,35425,High School,1,5383,3986,11,99,Pune,23
Research Scientist,Research,Active,Low,111414,Doctorate,8,3010,3036,25,8,Jaipur,60
Doctor,Healthcare,Stable,Low,158058,Doctorate,7,13623,30282,30,1,Jaipur,30
Customer Support Executive,Services,Declining,Moderate,31045,Bachelor,0,742,616,67,84,Kolkata,62
Software Engineer,Technology,Active,High,109499,Bachelor,3,12425,23200,74,38,Bengaluru,83
Customer Support Executive,Services,Declining,Moderate,30946,Bachelor,1,5932,6469,20,69,Kolkata,54
Graphic Designer,Media,Active,Moderate,75261,Bachelor,4,4441,5259,32,42,Hyderabad,68
Graphic Designer,Media,Active,Moderate,67296,Bachelor,3,12888,20493,15,31,Chennai,53
Cashier,Retail,Declining,Moderate,31245,High School,0,7775,8894,27,99,Bengaluru,59
Software Engineer,Technology,Active,High,80874,Bachelor,4,7038,11779,84,57,Pune,30
AI Engineer,Technology,Active,High,144859,Master,2,7777,5702,83,13,Kolkata,74
Software Engineer,Technology,Active,High,110005,Bachelor,4,4148,2954,48,32,Kolkata,43
Nurse,Healthcare,Stable,Low,93183,Bachelor,0,9677,13343,38,11,Mumbai,29
Accountant,Finance,Active,Moderate,60296,Bachelor,5,10129,10669,37,84,Jaipur,15
Data Scientist,Technology,Active,High,135728,Master,2,2793,3517,69,16,Pune,52
Cybersecurity Analyst,Technology,Active,Moderate,87838,Bachelor,5,10904,7942,65,13,Bengaluru,46
Teacher,Education,Stable,Low,58908,Master,5,5093,4401,50,17,Hyderabad,47
Graphic Designer,Media,Active,Moderate,60335,Bachelor,2,12343,8708,0,43,Kolkata,95
Doctor,Healthcare,Stable,Low,165434,Doctorate,8,10556,23240,18,15,Delhi,47
Nurse,Healthcare,Stable,Low,87224,Bachelor,3,10541,16458,61,25,Kolkata,50
Accountant,Finance,Active,Moderate,62842,Bachelor,2,4913,4346,32,76,Chennai,44
Graphic Designer,Media,Active,Moderate,56118,Bachelor,2,13179,19920,18,34,Ahmedabad,23
HR Manager,Corporate,Active,Moderate,87498,MBA,3,3454,5075,40,34,Pune,47
Mechanical Engineer,Manufacturing,Stable,Moderate,91023,Bachelor,2,14859,20934,34,47,Bengaluru,16
Teacher,Education,Stable,Low,52177,Master,4,5120,6306,20,14,Delhi,43
Cybersecurity Analyst,Technology,Active,Moderate,86263,Bachelor,3,12688,10828,55,23,Delhi,28
Research Scientist,Research,Active,Low,127538,Doctorate,9,4604,3372,27,14,Delhi,29
Cybersecurity Analyst,Technology,Active,Moderate,100166,Bachelor,3,5439,6747,76,41,Jaipur,24
Data Scientist,Technology,Active,High,123467,Master,5,13063,11674,57,8,Bengaluru,47
Accountant,Finance,Active,Moderate,55844,Bachelor,2,1810,1838,30,79,Ahmedabad,20
Factory Worker,Manufacturing,Declining,High,47564,High School,1,2564,2854,0,82,Chennai,40
Software Engineer,Technology,Active,High,110088,Bachelor,2,12298,18448,91,21,Pune,52
Cashier,Retail,Declining,Moderate,31681,High School,1,4540,4985,9,81,Kolkata,36
Doctor,Healthcare,Stable,Low,190533,Doctorate,8,2269,2597,55,10,Pune,73
Teacher,Education,Stable,Low,65388,Master,7,6038,8865,16,17,Pune,33
Graphic Designer,Media,Active,Moderate,62055,Bachelor,0,5116,4147,22,17,Noida,25
Research Scientist,Research,Active,Low,140450,Doctorate,9,971,1262,11,23,Kolkata,36
AI Engineer,Technology,Active,High,131995,Master,3,14165,30231,100,5,Ahmedabad,71
Doctor,Healthcare,Stable,Low,164566,Doctorate,7,13754,25799,42,16,Kolkata,39
Data Scientist,Technology,Active,High,99672,Master,4,3156,3582,73,18,Chennai,37
AI Engineer,Technology,Active,High,150315,Master,4,6544,14050,44,14,Ahmedabad,66
Data Scientist,Technology,Active,High,91158,Master,5,4418,8518,24,13,Hyderabad,41
Cybersecurity Analyst,Technology,Active,Moderate,65980,Bachelor,2,11266,19670,58,33,Delhi,36
Doctor,Healthcare,Stable,Low,162750,Doctorate,7,13522,17374,51,1,Pune,77
Nurse,Healthcare,Stable,Low,77403,Bachelor,3,10326,18081,30,7,Chennai,50
Cashier,Retail,Declining,Moderate,32329,High School,3,3470,2756,44,99,Hyderabad,21
HR Manager,Corporate,Active,Moderate,85287,MBA,3,1852,1620,37,37,Pune,23
Nurse,Healthcare,Stable,Low,79820,Bachelor,4,9311,14396,48,19,Delhi,44
Teacher,Education,Stable,Low,60341,Master,5,6838,5628,25,26,Hyderabad,45
Data Scientist,Technology,Active,High,113295,Master,5,5079,6157,97,15,Bengaluru,68
Research Scientist,Research,Active,Low,107417,Doctorate,10,14068,12733,31,11,Delhi,45
Doctor,Healthcare,Stable,Low,145611,Doctorate,5,7628,7066,4,23,Kolkata,40
AI Engineer,Technology,Active,High,154195,Master,9,14946,30541,57,20,Noida,66
Doctor,Healthcare,Stable,Low,167086,Doctorate,5,1985,4202,43,8,Ahmedabad,41
AI Engineer,Technology,Active,High,151662,Master,3,2125,2830,63,13,Ahmedabad,24
Accountant,Finance,Active,Moderate,67319,Bachelor,4,3071,3368,7,64,Noida,45
AI Engineer,Technology,Active,High,164125,Master,5,14085,15891,67,15,Delhi,67
Data Scientist,Technology,Active,High,114454,Master,3,5448,9893,86,10,Mumbai,46
Customer Support Executive,Services,Declining,Moderate,45096,Bachelor,0,8102,9791,56,74,Jaipur,80
Research Scientist,Research,Active,Low,117254,Doctorate,8,13100,19510,23,25,Delhi,58
Research Scientist,Research,Active,Low,129507,Doctorate,5,2453,2657,34,1,Pune,39
Nurse,Healthcare,Stable,Low,103862,Bachelor,3,4444,5635,26,1,Noida,56
AI Engineer,Technology,Active,High,137267,Master,6,7153,15923,69,5,Kolkata,48
Doctor,Healthcare,Stable,Low,160273,Doctorate,6,3939,7628,54,9,Ahmedabad,59
HR Manager,Corporate,Active,Moderate,72435,MBA,3,14167,11089,5,28,Bengaluru,24
Customer Support Executive,Services,Declining,Moderate,39015,Bachelor,1,4125,3592,40,88,Delhi,43
HR Manager,Corporate,Active,Moderate,86255,MBA,4,6315,4759,23,30,Bengaluru,47
Cybersecurity Analyst,Technology,Active,Moderate,99115,Bachelor,3,2484,3596,70,24,Hyderabad,6
Doctor,Healthcare,Stable,Low,158996,Doctorate,8,3070,3474,28,16,Jaipur,42
Data Scientist,Technology,Active,High,123509,Master,3,5449,10112,37,1,Jaipur,21
Mechanical Engineer,Manufacturing,Stable,Moderate,92255,Bachelor,2,13956,13972,48,50,Pune,57
Data Scientist,Technology,Active,High,119226,Master,4,3530,5933,89,33,Delhi,43
Data Scientist,Technology,Active,High,128763,Master,5,7348,8849,100,16,Mumbai,69
Nurse,Healthcare,Stable,Low,104578,Bachelor,6,10085,13763,12,10,Bengaluru,36
Software Engineer,Technology,Active,High,105514,Bachelor,4,9944,14580,85,33,Hyderabad,51
Nurse,Healthcare,Stable,Low,80328,Bachelor,4,4489,3538,45,16,Hyderabad,32
Cashier,Retail,Declining,Moderate,29832,High School,1,10641,7855,32,88,Hyderabad,38
Graphic Designer,Media,Active,Moderate,59819,Bachelor,0,10399,8446,37,47,Ahmedabad,14
Software Engineer,Technology,Active,High,120902,Bachelor,5,10391,14422,34,29,Bengaluru,47
Data Scientist,Technology,Active,High,111805,Master,5,1452,1232,65,17,Bengaluru,36
AI Engineer,Technology,Active,High,171561,Master,4,12111,23272,63,25,Noida,50
Nurse,Healthcare,Stable,Low,76507,Bachelor,3,6096,10630,46,24,Kolkata,50
Software Engineer,Technology,Active,High,121200,Bachelor,3,6673,9614,100,20,Delhi,47
AI Engineer,Technology,Active,High,136878,Master,3,14290,27492,61,15,Pune,58
Customer Support Executive,Services,Declining,Moderate,42685,Bachelor,0,12223,8811,42,83,Chennai,59
Factory Worker,Manufacturing,Declining,High,51976,High School,1,8564,6268,14,77,Mumbai,50
Teacher,Education,Stable,Low,51885,Master,5,12623,13055,60,31,Pune,49
Cashier,Retail,Declining,Moderate,25027,High School,0,10325,10763,27,99,Chennai,38
Data Scientist,Technology,Active,High,138923,Master,6,12412,13445,91,12,Ahmedabad,44
Doctor,Healthcare,Stable,Low,141661,Doctorate,3,10685,14611,43,1,Delhi,55
Cybersecurity Analyst,Technology,Active,Moderate,83548,Bachelor,5,507,459,94,20,Chennai,78
Mechanical Engineer,Manufacturing,Stable,Moderate,90527,Bachelor,2,13273,22209,10,49,Pune,74
Factory Worker,Manufacturing,Declining,High,47345,High School,2,13669,13725,13,99,Hyderabad,32
AI Engineer,Technology,Active,High,163742,Master,5,12671,20574,80,24,Hyderabad,25
Software Engineer,Technology,Active,High,119349,Bachelor,2,6808,7541,73,34,Ahmedabad,64
Graphic Designer,Media,Active,Moderate,69532,Bachelor,1,13309,12716,54,40,Jaipur,70
Mechanical Engineer,Manufacturing,Stable,Moderate,93704,Bachelor,4,1736,1479,48,34,Chennai,74
Cashier,Retail,Declining,Moderate,38098,High School,1,6674,7305,12,97,Chennai,58
Graphic Designer,Media,Active,Moderate,69757,Bachelor,3,12524,12578,12,24,Chennai,59
HR Manager,Corporate,Active,Moderate,77585,MBA,4,4515,6344,11,48,Ahmedabad,19
Data Scientist,Technology,Active,High,124305,Master,3,13318,25724,55,12,Mumbai,59
Doctor,Healthcare,Stable,Low,210655,Doctorate,7,5344,5620,25,3,Pune,38
Cybersecurity Analyst,Technology,Active,Moderate,95938,Bachelor,5,11603,17657,75,21,Noida,57
Factory Worker,Manufacturing,Declining,High,47471,High School,1,2210,1785,30,87,Mumbai,71
Nurse,Healthcare,Stable,Low,70588,Bachelor,3,7895,9371,34,14,Ahmedabad,37
Customer Support Executive,Services,Declining,Moderate,36257,Bachelor,1,7393,7522,3,77,Kolkata,65
Cashier,Retail,Declining,Moderate,27394,High School,0,1457,1779,45,94,Pune,10
AI Engineer,Technology,Active,High,112161,Master,5,11294,13003,39,13,Ahmedabad,61
Nurse,Healthcare,Stable,Low,69241,Bachelor,5,12946,11110,46,13,Kolkata,46
Software Engineer,Technology,Active,High,134111,Bachelor,5,2548,4704,72,43,Bengaluru,33
Mechanical Engineer,Manufacturing,Stable,Moderate,95955,Bachelor,6,9928,9814,23,29,Delhi,41
Teacher,Education,Stable,Low,45857,Master,4,1917,2383,22,19,Pune,62
Graphic Designer,Media,Active,Moderate,48639,Bachelor,1,9469,8768,36,17,Bengaluru,44
Customer Support Executive,Services,Declining,Moderate,32532,Bachelor,0,11349,9633,30,87,Mumbai,62
Mechanical Engineer,Manufacturing,Stable,Moderate,102901,Bachelor,1,12318,20682,33,45,Noida,69
Data Scientist,Technology,Active,High,100763,Master,5,3053,5381,72,16,Delhi,21
Cybersecurity Analyst,Technology,Active,Moderate,79644,Bachelor,5,1634,2324,100,31,Mumbai,42
Customer Support Executive,Services,Declining,Moderate,38221,Bachelor,2,8339,8601,49,79,Jaipur,11
Nurse,Healthcare,Stable,Low,90039,Bachelor,6,7738,11289,10,11,Bengaluru,42
Customer Support Executive,Services,Declining,Moderate,42031,Bachelor,2,10808,13597,61,71,Ahmedabad,52
Nurse,Healthcare,Stable,Low,100103,Bachelor,4,7505,5789,69,19,Hyderabad,26
Cashier,Retail,Declining,Moderate,29017,High School,0,4531,4503,13,98,Delhi,74
AI Engineer,Technology,Active,High,160995,Master,5,3750,4340,91,7,Ahmedabad,46
Software Engineer,Technology,Active,High,119936,Bachelor,3,9333,12466,56,22,Pune,50
Doctor,Healthcare,Stable,Low,209235,Doctorate,6,3044,7476,29,3,Mumbai,31
HR Manager,Corporate,Active,Moderate,77911,MBA,6,2761,3464,40,44,Kolkata,33
HR Manager,Corporate,Active,Moderate,84862,MBA,0,10916,16772,20,48,Jaipur,29
Factory Worker,Manufacturing,Declining,High,44023,High School,4,5160,4419,29,92,Jaipur,54
Cashier,Retail,Declining,Moderate,29136,High School,1,7284,6269,19,98,Hyderabad,54
Research Scientist,Research,Active,Low,121435,Doctorate,6,8658,13668,37,11,Mumbai,77
Software Engineer,Technology,Active,High,121702,Bachelor,4,5186,5273,54,32,Delhi,19
Doctor,Healthcare,Stable,Low,160893,Doctorate,9,5604,8255,11,8,Hyderabad,65
Data Scientist,Technology,Active,High,123941,Master,4,1156,997,100,26,Bengaluru,63
Factory Worker,Manufacturing,Declining,High,40435,High School,3,4511,3401,42,89,Ahmedabad,72
HR Manager,Corporate,Active,Moderate,82137,MBA,6,6015,4372,43,26,Hyderabad,49
Doctor,Healthcare,Stable,Low,174819,Doctorate,8,12826,26013,33,7,Jaipur,69
Doctor,Healthcare,Stable,Low,173542,Doctorate,7,11917,20564,35,15,Delhi,76
HR Manager,Corporate,Active,Moderate,99492,MBA,3,4486,5105,38,37,Mumbai,45
Cybersecurity Analyst,Technology,Active,Moderate,125647,Bachelor,2,2846,2810,63,22,Chennai,36
Customer Support Executive,Services,Declining,Moderate,38610,Bachelor,1,6145,6500,14,69,Noida,46
