Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
AI Engineer,Technology,Active,High,137229.0,Master,4,4811,6564,73.0,13.0,Ahmedabad,38.0
Cashier,Retail,Declining,High,32882.0,High School,0,11965,7535,24.0,85.0,Ahmedabad,46.0
AI Engineer,Technology,Active,High,156462.0,Master,5,6546,8486,95.0,9.0,Noida,52.0
Research Scientist,Research,Active,Low,146444.0,Doctorate,6,1632,1993,26.0,9.0,Chennai,42.0
Research Scientist,Research,Active,Low,141841.0,Doctorate,9,8322,12737,33.0,17.0,Kolkata,51.0
Factory Worker,Manufacturing,Declining,High,49330.0,High School,2,3941,2749,17.0,80.0,Ahmedabad,36.0
Research Scientist,Research,Active,Low,149996.0,Doctorate,6,10658,13293,49.0,10.0,Delhi,41.0
Research Scientist,Research,Active,Low,126486.0,Doctorate,7,7945,9542,35.0,3.0,Noida,42.0
Data Scientist,Technology,Active,High,144847.0,Master,7,15280,19478,68.0,35.0,Jaipur,49.0
Software Engineer,Technology,Active,Moderate,120637.0,Bachelor,3,3707,4692,84.0,37.0,Noida,50.0
Data Scientist,Technology,Active,High,118750.0,Master,2,4406,6718,56.0,9.0,Ahmedabad,32.0
Doctor,Healthcare,Stable,Low,194627.0,Doctorate,10,11456,11411,54.0,7.0,Pune,43.0
Research Scientist,Research,Active,Low,140232.0,Doctorate,4,5290,8363,28.0,1.0,Ahmedabad,55.0
Nurse,Healthcare,Stable,Low,90838.0,Bachelor,5,7518,7755,50.0,4.0,Ahmedabad,32.0
Data Scientist,Technology,Active,High,110527.0,Master,4,1790,2734,54.0,14.0,Chennai,57.0
Software Engineer,Technology,Active,Moderate,103937.0,Bachelor,3,2109,2635,65.0,43.0,Delhi,62.0
Research Scientist,Research,Active,Low,153586.0,Doctorate,8,7569,11486,35.0,1.0,Hyderabad,35.0
Teacher,Education,Stable,Low,67007.0,Master,5,6247,5895,39.0,27.0,Noida,45.0
Teacher,Education,Stable,Low,75286.0,Master,5,10385,9660,10.0,11.0,Mumbai,36.0
Software Engineer,Technology,Active,Moderate,110988.0,Bachelor,1,13848,16180,48.0,37.0,Jaipur,69.0
AI Engineer,Technology,Active,High,141617.0,Master,5,17080,19411,63.0,15.0,Ahmedabad,64.0
Graphic Designer,Media,Active,Moderate,69756.0,Bachelor,1,2620,3691,16.0,37.0,Hyderabad,25.0
Cashier,Retail,Declining,High,30784.0,High School,1,8630,5642,32.0,86.0,Mumbai,40.0
Graphic Designer,Media,Active,Moderate,62865.0,Bachelor,3,8339,11882,22.0,45.0,Kolkata,45.0
Graphic Designer,Media,Active,Moderate,64573.0,Bachelor,4,9459,14740,0.0,28.0,Jaipur,31.0
Data Scientist,Technology,Active,High,112731.0,Master,3,8991,12569,60.0,20.0,Kolkata,41.0
Research Scientist,Research,Active,Low,127803.0,Doctorate,3,11727,15400,31.0,9.0,Ahmedabad,59.0
Software Engineer,Technology,Active,Moderate,108603.0,Bachelor,4,14875,20417,90.0,43.0,Noida,71.0
Cashier,Retail,Declining,High,37711.0,High School,2,17036,11497,39.0,91.0,Delhi,6.0
Factory Worker,Manufacturing,Declining,High,45320.0,High School,2,8259,6014,40.0,95.0,Mumbai,36.0
Factory Worker,Manufacturing,Declining,High,45677.0,High School,0,1984,1521,18.0,92.0,Mumbai,37.0
Data Scientist,Technology,Active,High,117224.0,Master,3,3729,5629,66.0,18.0,Noida,34.0
Nurse,Healthcare,Stable,Low,70249.0,Bachelor,3,12552,13702,27.0,16.0,Chennai,24.0
Data Scientist,Technology,Active,High,141587.0,Master,2,13283,15715,50.0,17.0,Ahmedabad,32.0
Doctor,Healthcare,Stable,Low,149494.0,Doctorate,8,10387,9959,15.0,2.0,Noida,60.0
Accountant,Finance,Stable,Moderate,60115.0,Bachelor,2,1748,1781,56.0,67.0,Hyderabad,10.0
Cashier,Retail,Declining,High,33595.0,High School,0,3812,2368,25.0,87.0,Ahmedabad,21.0
Software Engineer,Technology,Active,Moderate,102396.0,Bachelor,0,16848,25372,52.0,30.0,Chennai,43.0
Accountant,Finance,Stable,Moderate,60333.0,Bachelor,3,10531,11123,17.0,55.0,Jaipur,50.0
Data Scientist,Technology,Active,High,116464.0,Master,4,16538,18249,76.0,16.0,Jaipur,66.0
AI Engineer,Technology,Active,High,157296.0,Master,4,8986,12080,89.0,17.0,Delhi,63.0
Cashier,Retail,Declining,High,35063.0,High School,2,13125,9894,16.0,98.0,Hyderabad,35.0
Cybersecurity Analyst,Technology,Stable,Moderate,103510.0,Bachelor,2,16843,19178,42.0,19.0,Hyderabad,34.0
Teacher,Education,Stable,Low,56301.0,Master,2,5797,6418,8.0,16.0,Hyderabad,28.0
Data Scientist,Technology,Active,High,119336.0,Master,2,11839,15350,84.0,11.0,Ahmedabad,66.0
Teacher,Education,Stable,Low,60643.0,Master,6,5945,6599,16.0,28.0,Bengaluru,52.0
Research Scientist,Research,Active,Low,132765.0,Doctorate,6,16141,18777,41.0,4.0,Delhi,38.0
Teacher,Education,Stable,Low,61916.0,Master,6,14313,15797,33.0,10.0,Jaipur,42.0
Cybersecurity Analyst,Technology,Stable,Moderate,97332.0,Bachelor,3,5003,4828,76.0,34.0,Noida,50.0
Research Scientist,Research,Active,Low,147057.0,Doctorate,5,12976,19491,0.0,2.0,Noida,59.0
Nurse,Healthcare,Stable,Low,90252.0,Bachelor,3,6675,7793,27.0,19.0,Mumbai,47.0
Cashier,Retail,Declining,High,33610.0,High School,1,15267,10556,29.0,91.0,Delhi,38.0
Nurse,Healthcare,Stable,Low,87337.0,Bachelor,6,8264,8403,45.0,4.0,Jaipur,46.0
Nurse,Healthcare,Stable,Low,83246.0,Bachelor,3,13777,16028,33.0,16.0,Hyderabad,60.0
Factory Worker,Manufacturing,Declining,High,43577.0,High School,1,9645,7163,31.0,91.0,Noida,43.0
Accountant,Finance,Stable,Moderate,73194.0,Bachelor,4,10238,10313,43.0,73.0,Delhi,52.0
AI Engineer,Technology,Active,High,155632.0,Master,5,9332,10513,65.0,26.0,Hyderabad,68.0
Research Scientist,Research,Active,Low,134207.0,Doctorate,5,10570,13787,27.0,9.0,Jaipur,61.0
Data Scientist,Technology,Active,High,147343.0,Master,3,7583,11824,70.0,17.0,Chennai,42.0
AI Engineer,Technology,Active,High,137167.0,Master,4,13653,17003,72.0,8.0,Jaipur,34.0
AI Engineer,Technology,Active,High,130625.0,Master,4,14410,19931,64.0,16.0,Hyderabad,60.0
Doctor,Healthcare,Stable,Low,160870.0,Doctorate,6,9345,9043,20.0,1.0,Chennai,62.0
Cashier,Retail,Declining,High,32548.0,High School,0,7890,6529,21.0,93.0,Bengaluru,33.0
Doctor,Healthcare,Stable,Low,174262.0,Doctorate,6,4653,4859,22.0,1.0,Bengaluru,45.0
Nurse,Healthcare,Stable,Low,83414.0,Bachelor,3,11101,12549,35.0,4.0,Pune,35.0
Graphic Designer,Media,Active,Moderate,70568.0,Bachelor,1,13774,17236,16.0,38.0,Bengaluru,40.0
Software Engineer,Technology,Active,Moderate,102639.0,Bachelor,1,8387,13164,64.0,46.0,Ahmedabad,35.0
Accountant,Finance,Stable,Moderate,67610.0,Bachelor,1,6540,6768,50.0,61.0,Noida,58.0
Teacher,Education,Stable,Low,65665.0,Master,8,17359,16894,55.0,14.0,Pune,40.0
Graphic Designer,Media,Active,Moderate,67470.0,Bachelor,2,15221,20832,42.0,42.0,Kolkata,66.0
Research Scientist,Research,Active,Low,133359.0,Doctorate,7,1773,2390,19.0,18.0,Ahmedabad,23.0
Cybersecurity Analyst,Technology,Stable,Moderate,105838.0,Bachelor,4,11144,11927,69.0,24.0,Pune,62.0
Research Scientist,Research,Active,Low,140197.0,Doctorate,5,16048,20570,49.0,8.0,Mumbai,58.0
Data Scientist,Technology,Active,High,136465.0,Master,2,16208,21918,57.0,23.0,Mumbai,23.0
Accountant,Finance,Stable,Moderate,71282.0,Bachelor,3,17803,17396,30.0,57.0,Bengaluru,57.0
Teacher,Education,Stable,Low,59014.0,Master,3,12522,14596,32.0,14.0,Pune,57.0
Data Scientist,Technology,Active,High,140513.0,Master,3,6635,9583,69.0,34.0,Kolkata,41.0
Doctor,Healthcare,Stable,Low,180122.0,Doctorate,6,16608,17524,25.0,9.0,Delhi,39.0
AI Engineer,Technology,Active,High,141494.0,Master,6,7608,9559,85.0,5.0,Mumbai,54.0
Doctor,Healthcare,Stable,Low,166610.0,Doctorate,7,14504,14084,27.0,8.0,Chennai,70.0
AI Engineer,Technology,Active,High,109993.0,Master,9,2511,3552,37.0,21.0,Delhi,27.0
Data Scientist,Technology,Active,High,131252.0,Master,3,15614,18990,90.0,25.0,Kolkata,19.0
Nurse,Healthcare,Stable,Low,84828.0,Bachelor,2,16970,17321,38.0,11.0,Jaipur,25.0
Teacher,Education,Stable,Low,58326.0,Master,6,13933,12822,7.0,11.0,Ahmedabad,57.0
Nurse,Healthcare,Stable,Low,84192.0,Bachelor,6,3642,3375,39.0,4.0,Hyderabad,71.0
Doctor,Healthcare,Stable,Low,141727.0,Doctorate,6,8473,8436,40.0,2.0,Chennai,40.0
Research Scientist,Research,Active,Low,162253.0,Doctorate,10,9880,10911,67.0,23.0,Ahmedabad,54.0
Accountant,Finance,Stable,Moderate,70281.0,Bachelor,1,13456,15457,22.0,79.0,Delhi,59.0
Cybersecurity Analyst,Technology,Stable,Moderate,93858.0,Bachelor,4,14000,13479,66.0,23.0,Jaipur,53.0
Teacher,Education,Stable,Low,58657.0,Master,6,14365,17082,35.0,17.0,Hyderabad,23.0
Accountant,Finance,Stable,Moderate,70219.0,Bachelor,0,15007,16801,26.0,69.0,Mumbai,70.0
AI Engineer,Technology,Active,High,147547.0,Master,5,1171,1559,77.0,28.0,Chennai,24.0
Nurse,Healthcare,Stable,Low,68492.0,Bachelor,5,17174,19498,31.0,23.0,Ahmedabad,39.0
Teacher,Education,Stable,Low,48135.0,Master,5,16791,19526,36.0,17.0,Chennai,42.0
Data Scientist,Technology,Active,High,149131.0,Master,5,9275,11318,61.0,26.0,Jaipur,41.0
Nurse,Healthcare,Stable,Low,89484.0,Bachelor,5,1998,1895,43.0,9.0,Kolkata,33.0
Graphic Designer,Media,Active,Moderate,54159.0,Bachelor,3,6460,7504,47.0,42.0,Pune,57.0
Software Engineer,Technology,Active,Moderate,132662.0,Bachelor,2,5072,7577,56.0,40.0,Mumbai,62.0
Nurse,Healthcare,Stable,Low,108488.0,Bachelor,6,13225,12334,43.0,23.0,Kolkata,55.0
Nurse,Healthcare,Stable,Low,93742.0,Bachelor,3,6815,7041,25.0,12.0,Jaipur,43.0
AI Engineer,Technology,Active,High,176553.0,Master,6,15913,18481,66.0,8.0,Noida,45.0
Software Engineer,Technology,Active,Moderate,103078.0,Bachelor,3,7211,11223,63.0,39.0,Kolkata,46.0
AI Engineer,Technology,Active,High,131253.0,Master,6,9467,11940,82.0,18.0,Noida,67.0
Data Scientist,Technology,Active,High,113392.0,Master,4,9724,14684,68.0,15.0,Kolkata,43.0
Accountant,Finance,Stable,Moderate,80299.0,Bachelor,1,16387,17613,21.0,80.0,Jaipur,12.0
Cybersecurity Analyst,Technology,Stable,Moderate,94566.0,Bachelor,3,7522,7295,84.0,35.0,Noida,53.0
Cybersecurity Analyst,Technology,Stable,Moderate,89082.0,Bachelor,5,12130,14440,66.0,27.0,Bengaluru,35.0
AI Engineer,Technology,Active,High,166873.0,Master,2,16197,25529,75.0,18.0,Noida,33.0
Teacher,Education,Stable,Low,51663.0,Master,5,6139,6457,16.0,14.0,Kolkata,64.0
Cybersecurity Analyst,Technology,Stable,Moderate,102985.0,Bachelor,7,4545,4609,76.0,23.0,Chennai,28.0
Software Engineer,Technology,Active,Moderate,114559.0,Bachelor,3,8487,12475,97.0,27.0,Pune,60.0
Research Scientist,Research,Active,Low,140488.0,Doctorate,8,2115,2961,5.0,2.0,Hyderabad,51.0
Research Scientist,Research,Active,Low,128186.0,Doctorate,6,15769,22246,32.0,4.0,Noida,45.0
Nurse,Healthcare,Stable,Low,84512.0,Bachelor,2,3666,3718,40.0,19.0,Chennai,26.0
Software Engineer,Technology,Active,Moderate,121110.0,Bachelor,1,6787,7748,61.0,33.0,Bengaluru,34.0
Software Engineer,Technology,Active,Moderate,97970.0,Bachelor,2,3425,4349,65.0,43.0,Jaipur,36.0
Data Scientist,Technology,Active,High,129963.0,Master,5,13610,17358,83.0,10.0,Ahmedabad,42.0
Accountant,Finance,Stable,Moderate,68325.0,Bachelor,4,8540,8637,30.0,53.0,Kolkata,64.0
Cashier,Retail,Declining,High,29681.0,High School,2,11462,8508,24.0,79.0,Delhi,28.0
Graphic Designer,Media,Active,Moderate,58433.0,Bachelor,6,8716,11778,34.0,38.0,Ahmedabad,44.0
Graphic Designer,Media,Active,Moderate,63635.0,Bachelor,3,11160,16780,52.0,46.0,Ahmedabad,38.0
Teacher,Education,Stable,Low,64226.0,Master,3,4998,4571,20.0,32.0,Mumbai,53.0
Nurse,Healthcare,Stable,Low,105005.0,Bachelor,5,12215,13532,59.0,21.0,Noida,52.0
Research Scientist,Research,Active,Low,153375.0,Doctorate,8,10274,12356,70.0,11.0,Jaipur,35.0
Graphic Designer,Media,Active,Moderate,69258.0,Bachelor,3,16653,26135,23.0,42.0,Hyderabad,25.0
Cashier,Retail,Declining,High,32838.0,High School,1,10942,8315,19.0,73.0,Bengaluru,15.0
Data Scientist,Technology,Active,High,121239.0,Master,3,4642,7419,71.0,13.0,Mumbai,77.0
Data Scientist,Technology,Active,High,131849.0,Master,0,12680,17435,74.0,21.0,Delhi,44.0
Software Engineer,Technology,Active,Moderate,97997.0,Bachelor,4,6503,8633,54.0,44.0,Chennai,53.0
Data Scientist,Technology,Active,High,110321.0,Master,6,16680,19144,72.0,10.0,Kolkata,41.0
Research Scientist,Research,Active,Low,142901.0,Doctorate,7,14512,18169,57.0,9.0,Ahmedabad,49.0
Cashier,Retail,Declining,High,36847.0,High School,2,13392,12200,63.0,84.0,Mumbai,51.0
Factory Worker,Manufacturing,Declining,High,43802.0,High School,1,13743,10237,34.0,88.0,Kolkata,60.0
Doctor,Healthcare,Stable,Low,203894.0,Doctorate,6,12578,13330,48.0,6.0,Hyderabad,57.0
Cybersecurity Analyst,Technology,Stable,Moderate,95358.0,Bachelor,2,17937,18717,61.0,21.0,Hyderabad,35.0
Accountant,Finance,Stable,Moderate,76035.0,Bachelor,0,8439,9099,23.0,77.0,Hyderabad,42.0
Software Engineer,Technology,Active,Moderate,123134.0,Bachelor,2,2497,3302,72.0,33.0,Ahmedabad,33.0
Graphic Designer,Media,Active,Moderate,57325.0,Bachelor,2,10883,15970,29.0,39.0,Ahmedabad,42.0
Teacher,Education,Stable,Low,66339.0,Master,3,1823,1852,36.0,24.0,Hyderabad,48.0
Software Engineer,Technology,Active,Moderate,109939.0,Bachelor,1,2310,3289,79.0,29.0,Ahmedabad,38.0
Accountant,Finance,Stable,Moderate,71236.0,Bachelor,3,16002,15133,15.0,59.0,Hyderabad,58.0
Graphic Designer,Media,Active,Moderate,54751.0,Bachelor,5,13041,17401,69.0,32.0,Hyderabad,29.0
Cybersecurity Analyst,Technology,Stable,Moderate,99963.0,Bachelor,1,14416,16975,98.0,17.0,Chennai,35.0
Software Engineer,Technology,Active,Moderate,103247.0,Bachelor,2,9850,11982,79.0,39.0,Chennai,31.0
Software Engineer,Technology,Active,Moderate,114478.0,Bachelor,2,6398,7682,66.0,36.0,Ahmedabad,45.0
Nurse,Healthcare,Stable,Low,75090.0,Bachelor,3,16724,15984,42.0,6.0,Jaipur,41.0
Cashier,Retail,Declining,High,36678.0,High School,1,1453,1256,23.0,89.0,Delhi,71.0
Accountant,Finance,Stable,Moderate,58131.0,Bachelor,3,5577,5793,8.0,67.0,Bengaluru,65.0
Factory Worker,Manufacturing,Declining,High,51520.0,High School,1,7463,6311,46.0,81.0,Pune,35.0
AI Engineer,Technology,Active,High,154761.0,Master,5,12937,17935,70.0,20.0,Mumbai,89.0
AI Engineer,Technology,Active,High,136769.0,Master,4,1030,1586,82.0,29.0,Jaipur,42.0
Cashier,Retail,Declining,High,37856.0,High School,0,15868,11467,25.0,77.0,Pune,52.0
Nurse,Healthcare,Stable,Low,88314.0,Bachelor,5,11230,10646,40.0,3.0,Kolkata,56.0
Accountant,Finance,Stable,Moderate,68074.0,Bachelor,0,2845,3239,43.0,66.0,Bengaluru,41.0
Doctor,Healthcare,Stable,Low,193352.0,Doctorate,8,16552,16041,32.0,11.0,Pune,58.0
Graphic Designer,Media,Active,Moderate,70988.0,Bachelor,6,16058,22812,18.0,34.0,Bengaluru,55.0
Software Engineer,Technology,Active,Moderate,113184.0,Bachelor,4,5350,6710,76.0,37.0,Noida,53.0
Data Scientist,Technology,Active,High,131754.0,Master,1,16035,22932,49.0,19.0,Bengaluru,35.0
Cybersecurity Analyst,Technology,Stable,Moderate,85218.0,Bachelor,4,9987,10983,70.0,26.0,Mumbai,34.0
Software Engineer,Technology,Active,Moderate,104508.0,Bachelor,8,13841,20160,64.0,39.0,Hyderabad,23.0
Cashier,Retail,Declining,High,33479.0,High School,1,14723,10413,8.0,89.0,Mumbai,45.0
Data Scientist,Technology,Active,High,130050.0,Master,5,3983,6028,60.0,24.0,Bengaluru,44.0
Cashier,Retail,Declining,High,31216.0,High School,0,7555,7110,12.0,93.0,Bengaluru,43.0
Software Engineer,Technology,Active,Moderate,122694.0,Bachelor,3,13172,18874,61.0,31.0,Hyderabad,75.0
Nurse,Healthcare,Stable,Low,94169.0,Bachelor,0,5522,5526,47.0,1.0,Ahmedabad,37.0
Cashier,Retail,Declining,High,31304.0,High School,0,1717,1436,53.0,83.0,Bengaluru,64.0
Research Scientist,Research,Active,Low,159460.0,Doctorate,5,11709,14076,69.0,11.0,Kolkata,62.0
Data Scientist,Technology,Active,High,133730.0,Master,2,17672,22928,48.0,13.0,Noida,65.0
Teacher,Education,Stable,Low,59268.0,Master,6,7314,6780,63.0,20.0,Noida,43.0
Graphic Designer,Media,Active,Moderate,72855.0,Bachelor,3,10453,14078,26.0,37.0,Mumbai,29.0
Factory Worker,Manufacturing,Declining,High,51033.0,High School,2,13601,12599,18.0,99.0,Delhi,47.0
Cashier,Retail,Declining,High,27011.0,High School,1,11217,9910,71.0,85.0,Mumbai,44.0
Factory Worker,Manufacturing,Declining,High,53744.0,High School,3,9570,8040,60.0,98.0,Chennai,34.0
Accountant,Finance,Stable,Moderate,73017.0,Bachelor,3,10226,10484,39.0,59.0,Kolkata,49.0
Factory Worker,Manufacturing,Declining,High,46194.0,High School,2,1949,1754,56.0,84.0,Pune,43.0
Accountant,Finance,Stable,Moderate,85351.0,Bachelor,2,6450,6867,26.0,60.0,Hyderabad,62.0
AI Engineer,Technology,Active,High,139742.0,Master,4,3065,3757,69.0,15.0,Noida,46.0
Cybersecurity Analyst,Technology,Stable,Moderate,102082.0,Bachelor,4,11569,10719,71.0,38.0,Ahmedabad,53.0
Teacher,Education,Stable,Low,60531.0,Master,5,12280,14167,54.0,5.0,Hyderabad,36.0
Cashier,Retail,Declining,High,31815.0,High School,0,8600,7094,35.0,91.0,Hyderabad,41.0
Nurse,Healthcare,Stable,Low,84324.0,Bachelor,4,13293,12983,17.0,21.0,Delhi,50.0
Research Scientist,Research,Active,Low,124615.0,Doctorate,4,9760,10803,32.0,11.0,Mumbai,35.0
Factory Worker,Manufacturing,Declining,High,42462.0,High School,1,12365,7560,43.0,71.0,Mumbai,47.0
Accountant,Finance,Stable,Moderate,69365.0,Bachelor,1,14162,13195,45.0,64.0,Hyderabad,32.0
Software Engineer,Technology,Active,Moderate,110386.0,Bachelor,0,6883,8565,49.0,20.0,Ahmedabad,39.0
Cashier,Retail,Declining,High,33105.0,High School,1,13452,11284,24.0,90.0,Jaipur,40.0
Cashier,Retail,Declining,High,31687.0,High School,1,12990,9186,59.0,92.0,Kolkata,38.0
Cashier,Retail,Declining,High,33680.0,High School,1,16363,10399,37.0,86.0,Jaipur,48.0
Teacher,Education,Stable,Low,61187.0,Master,4,15886,15686,45.0,22.0,Hyderabad,62.0
Accountant,Finance,Stable,Moderate,77164.0,Bachelor,2,12877,14149,46.0,74.0,Kolkata,54.0
Cashier,Retail,Declining,High,35129.0,High School,0,2067,1566,13.0,98.0,Noida,27.0
Nurse,Healthcare,Stable,Low,81275.0,Bachelor,8,14371,15243,0.0,15.0,Kolkata,33.0
Nurse,Healthcare,Stable,Low,87731.0,Bachelor,1,5687,6498,20.0,11.0,Mumbai,66.0
Teacher,Education,Stable,Low,64600.0,Master,4,8153,8754,10.0,11.0,Chennai,43.0
Cashier,Retail,Declining,High,35911.0,High School,2,16597,15573,37.0,87.0,Noida,75.0
Teacher,Education,Stable,Low,63078.0,Master,8,9812,10539,17.0,25.0,Noida,13.0
Data Scientist,Technology,Active,High,146710.0,Master,3,5095,5638,84.0,22.0,Bengaluru,27.0
Nurse,Healthcare,Stable,Low,79121.0,Bachelor,4,4811,5182,26.0,23.0,Mumbai,50.0
Cashier,Retail,Declining,High,28362.0,High School,2,10323,8556,58.0,99.0,Delhi,41.0
Graphic Designer,Media,Active,Moderate,69674.0,Bachelor,4,13292,16391,34.0,41.0,Chennai,72.0
Software Engineer,Technology,Active,Moderate,111832.0,Bachelor,3,1157,1786,79.0,47.0,Delhi,51.0
AI Engineer,Technology,Active,High,133669.0,Master,7,2654,3169,78.0,10.0,Pune,48.0
Cashier,Retail,Declining,High,32830.0,High School,0,8841,8060,34.0,88.0,Pune,46.0
Factory Worker,Manufacturing,Declining,High,45727.0,High School,3,11587,9318,35.0,84.0,Ahmedabad,55.0
Cashier,Retail,Declining,High,34204.0,High School,1,1702,1409,58.0,96.0,Noida,54.0
Cybersecurity Analyst,Technology,Stable,Moderate,104000.0,Bachelor,5,12351,13320,63.0,24.0,Delhi,65.0
Teacher,Education,Stable,Low,53424.0,Master,4,6670,6200,41.0,27.0,Ahmedabad,35.0
Cybersecurity Analyst,Technology,Stable,Moderate,87600.0,Bachelor,2,6905,8180,50.0,27.0,Ahmedabad,37.0
Teacher,Education,Stable,Low,59072.0,Master,3,1531,1543,63.0,31.0,Kolkata,57.0
Research Scientist,Research,Active,Low,152998.0,Doctorate,7,15938,20123,40.0,13.0,Bengaluru,41.0
Teacher,Education,Stable,Low,65050.0,Master,4,5759,6216,34.0,24.0,Pune,16.0
Data Scientist,Technology,Active,High,131562.0,Master,2,3638,5567,81.0,18.0,Ahmedabad,30.0
Research Scientist,Research,Active,Low,132192.0,Doctorate,6,6496,10185,24.0,6.0,Kolkata,39.0
Software Engineer,Technology,Active,Moderate,118584.0,Bachelor,3,4085,5428,33.0,44.0,Jaipur,49.0
Research Scientist,Research,Active,Low,150111.0,Doctorate,5,3003,4802,14.0,2.0,Jaipur,38.0
Nurse,Healthcare,Stable,Low,91316.0,Bachelor,3,15327,17593,29.0,7.0,Bengaluru,52.0
Teacher,Education,Stable,Low,67880.0,Master,5,8782,9853,46.0,30.0,Delhi,36.0
Cybersecurity Analyst,Technology,Stable,Moderate,100249.0,Bachelor,4,5537,5402,58.0,21.0,Hyderabad,29.0
Teacher,Education,Stable,Low,63053.0,Master,4,17065,17142,33.0,17.0,Hyderabad,55.0
Teacher,Education,Stable,Low,57764.0,Master,2,12144,12046,58.0,13.0,Chennai,53.0
Research Scientist,Research,Active,Low,129963.0,Doctorate,9,2563,3963,27.0,11.0,Mumbai,22.0
Factory Worker,Manufacturing,Declining,High,44874.0,High School,1,16617,11421,21.0,99.0,Hyderabad,51.0
Software Engineer,Technology,Active,Moderate,106493.0,Bachelor,5,3284,4452,67.0,47.0,Mumbai,34.0
AI Engineer,Technology,Active,High,159852.0,Master,4,1740,2285,85.0,6.0,Delhi,42.0
Accountant,Finance,Stable,Moderate,73445.0,Bachelor,1,6542,6332,45.0,47.0,Delhi,55.0
Software Engineer,Technology,Active,Moderate,120537.0,Bachelor,4,13922,15628,76.0,40.0,Hyderabad,37.0
Software Engineer,Technology,Active,Moderate,108999.0,Bachelor,2,17007,22858,84.0,35.0,Chennai,50.0
Graphic Designer,Media,Active,Moderate,61778.0,Bachelor,4,4130,4746,40.0,45.0,Jaipur,52.0
Factory Worker,Manufacturing,Declining,High,35314.0,High School,0,8296,6079,37.0,77.0,Noida,36.0
Factory Worker,Manufacturing,Declining,High,41213.0,High School,0,5201,3958,22.0,99.0,Ahmedabad,38.0
Cybersecurity Analyst,Technology,Stable,Moderate,87842.0,Bachelor,5,8337,9389,61.0,31.0,Chennai,51.0
Data Scientist,Technology,Active,High,123220.0,Master,3,11993,14465,61.0,18.0,Noida,54.0
Teacher,Education,Stable,Low,47509.0,Master,5,9008,10756,20.0,23.0,Pune,35.0
Doctor,Healthcare,Stable,Low,144319.0,Doctorate,8,15304,15043,59.0,16.0,Jaipur,22.0
AI Engineer,Technology,Active,High,119454.0,Master,4,9178,14309,58.0,11.0,Delhi,68.0
Teacher,Education,Stable,Low,55832.0,Master,6,15069,15323,31.0,13.0,Delhi,5.0
Doctor,Healthcare,Stable,Low,200047.0,Doctorate,6,5988,6575,40.0,2.0,Jaipur,51.0
Research Scientist,Research,Active,Low,145314.0,Doctorate,9,14915,22955,46.0,1.0,Kolkata,20.0
Cybersecurity Analyst,Technology,Stable,Moderate,88956.0,Bachelor,5,1562,1776,69.0,24.0,Ahmedabad,61.0
Doctor,Healthcare,Stable,Low,199185.0,Doctorate,10,5312,6062,49.0,1.0,Kolkata,48.0
Teacher,Education,Stable,Low,68762.0,Master,3,7673,7814,28.0,21.0,Hyderabad,43.0
Cashier,Retail,Declining,High,32397.0,High School,1,3756,3403,42.0,95.0,Delhi,44.0
AI Engineer,Technology,Active,High,145625.0,Master,5,1884,2879,69.0,3.0,Bengaluru,25.0
AI Engineer,Technology,Active,High,166094.0,Master,4,8291,12087,75.0,10.0,Ahmedabad,35.0
